병원종류,병원이름,전화번호,병원주소,월,화,수,목,금,토,일,영업시간,쉬는시간,접수마감,정기휴무
"병원,의원",세일의원,051-754-8004,부산 수영구 광안해변로277번길 66,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,송의환치과의원,051-753-6370,부산 수영구 수영로 565,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
마취통증의학과,유재민마취과의원,051-611-5557,부산 수영구 수영로 382 광림빌딩,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
한의원,정인부부한의원,0507-1438-7510,부산 수영구 황령대로489번길 24 2층 정인부부한의원,09:30 - 20:00,,09:30 - 20:00,"09:30 - 20:00
접기",09:30 - 20:00,09:30 - 15:00,정기휴무 (매주 일요일),"09:30 - 20:00

09:30 - 20:00
09:30 - 20:00
09:30 - 20:00
09:30 - 15:00
정기휴무 (매주 일요일)",,,매주 일요일
"병원,의원",한나의원,051-625-0576,부산 수영구 황령대로 483 하늘약국 건물 4층 한나의원,"10:00 - 20:30
12:30 - 13:30 휴게시간",,"10:00 - 20:30
12:30 - 13:30 휴게시간","10:00 - 18:30
12:30 - 13:30 휴게시간","10:00 - 20:30
12:30 - 13:30 휴게시간",10:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 20:30

10:00 - 20:30
10:00 - 18:30
10:00 - 20:30
10:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 일요일
가정의학과,한사랑가정의원,051-755-2258,부산 수영구 수영로 605-1,09:00 - 19:00,,09:00 - 19:00,"09:00 - 19:00
접기",09:00 - 19:00,09:00 - 16:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 16:00
정기휴무 (매주 일요일)",,,매주 일요일
성형외과,강순옥성형외과의원,051-759-6572,부산 수영구 연수로 423,09:30 - 18:30,,09:30 - 18:30,09:30 - 18:30,09:30 - 18:30,09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
치과,한겨레 치과의원,051-627-9614,부산 수영구 광남로 49 2층,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간
접기","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 14:00
14:00 - 14:30 휴게시간",정기휴무 (매주 일요일),"09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,한빛한의원,051-751-5678,부산 수영구 망미번영로38번길 88,"10:00 - 18:50
13:00 - 14:15 휴게시간",,"10:00 - 18:50
13:00 - 14:15 휴게시간","10:00 - 18:50
13:00 - 14:15 휴게시간","10:00 - 18:50
13:00 - 14:15 휴게시간",09:30 - 14:30,정기휴무 (매주 일요일),"10:00 - 18:50

10:00 - 18:50
10:00 - 18:50
10:00 - 18:50
09:30 - 14:30
정기휴무 (매주 일요일)",13:00 - 14:15 ,,매주 일요일
한의원,무척바른한의원,0507-1449-0445,부산 수영구 수영로 584 2층,"09:30 - 20:00
12:30 - 14:00 휴게시간",,"09:30 - 20:00
12:30 - 14:00 휴게시간","09:30 - 20:00
12:30 - 14:00 휴게시간","09:30 - 20:00
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 20:00

09:30 - 20:00
09:30 - 20:00
09:30 - 20:00
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,광안리더스치과의원,051-758-4661,부산 수영구 수영로 597,,,,,,,,"





",,,
치과,온정성치과의원,0507-1494-2833,부산 수영구 연수로 415 3층,"09:30 - 18:30
13:00 - 14:00 휴게시간",,09:30 - 13:30,"09:30 - 20:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 13:30
09:30 - 20:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,이사랑치과의원,051-758-2835,부산 수영구 수영로 599,,,,,,,,"





",,,
치과,웰컴치과의원,051-622-7001,부산 수영구 수영로 410 정암빌딩 401호,"10:00 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감",,"10:00 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","10:00 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","10:00 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","10:00 - 14:00
13:00 접수마감",정기휴무 (매주 일요일),"10:00 - 18:00

10:00 - 18:00
10:00 - 18:00
10:00 - 18:00
10:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,13:00,매주 일요일
내과,강대식내과의원,051-753-2888,부산 수영구 수영로 632 혜원빌딩 2층,,,09:00 - 13:00,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
한의원,조한의원,051-761-0014,부산 수영구 광안로 4 광안동에스케이뷰,"09:30 - 18:30
12:30 - 14:00 휴게시간",,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,리치치과,051-757-1022,부산 수영구 연수로315번길 24,,,,,,,,"





",,,
치과,화이트치과,051-611-1288,부산 수영구 수영로464번길 6 3층 1호,"09:30 - 18:30
12:30 - 14:00 휴게시간",,09:30 - 13:00,"09:30 - 18:30
12:30 - 14:00 휴게시간","09:30 - 18:30
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 13:00
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,원플란트치과의원,051-758-8074,부산 수영구 과정로 63 3층,"10:00 - 18:30
13:00 - 14:30 휴게시간",,정기휴무 (매주 수요일),"10:00 - 18:30
13:00 - 14:30 휴게시간","10:00 - 18:30
13:00 - 14:30 휴게시간",10:00 - 13:00,정기휴무 (매주 일요일),"10:00 - 18:30

정기휴무 (매주 수요일)
10:00 - 18:30
10:00 - 18:30
10:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 수요일
한의원,허재규한의원,051-624-6999,부산 수영구 남천동로 36 케이엠타워 303호,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
가정의학과,이종열가정의학과의원,051-752-2215,부산 수영구 구락로 69,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,팔도한의원,0507-1332-8587,부산 수영구 수영로 712 수영역디온플레이스어반 3층 305호,"09:00 - 20:00
13:00 - 14:00 휴게시간
12:30, 19:30 접수마감",,"09:00 - 20:00
13:00 - 14:00 휴게시간
12:30, 19:30 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
12:30, 17:30 접수마감","09:00 - 20:00
13:00 - 14:00 휴게시간
12:30, 19:30 접수마감","09:00 - 16:00
13:00 - 14:00 휴게시간
12:30, 15:30 접수마감",정기휴무 (매주 일요일),"09:00 - 20:00

09:00 - 20:00
09:00 - 18:00
09:00 - 20:00
09:00 - 16:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,부산영천손한의원,051-624-4771,부산 수영구 수영로 381,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,민락치과의원,051-758-5666,부산 수영구 광남로 217,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 토요일
한의원,약산한의원,051-754-7501,부산 수영구 장대골로7번길 45 광안유림노르웨이아침,"09:00 - 19:00
12:30 - 14:00 휴게시간",,"09:00 - 19:00
12:30 - 14:00 휴게시간",정기휴무 (매주 목요일),"09:00 - 19:00
12:30 - 14:00 휴게시간",09:00 - 15:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
정기휴무 (매주 목요일)
09:00 - 19:00
09:00 - 15:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
치과,이주희치과의원,051-757-5782,부산 수영구 광남로 193 동명빌딩 2층,09:30 - 18:00,,09:30 - 21:00,14:00 - 18:00,09:30 - 18:00,10:30 - 15:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 21:00
14:00 - 18:00
09:30 - 18:00
10:30 - 15:00
정기휴무 (매주 일요일)",,,매주 일요일
산부인과,고운산부인과의원,051-754-5258,부산 수영구 과정로 59 2층,"09:00 - 19:00
12:30 - 14:00 휴게시간",,"09:00 - 19:00
12:30 - 14:00 휴게시간",정기휴무 (매주 목요일),"09:00 - 19:00
12:30 - 14:00 휴게시간",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
정기휴무 (매주 목요일)
09:00 - 19:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
한의원,원창한의원,051-752-0503,부산 수영구 호암로29번길 45,"09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간
접기","09:30 - 18:00
12:30 - 14:00 휴게시간",09:30 - 12:30,정기휴무 (매주 일요일),"09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,최철민치과교정과치과의원,051-756-2885,부산 수영구 수영로 394 남천동 메디칼센타 3층,"10:00 - 18:30
12:30 - 14:00 휴게시간",,"10:00 - 18:30
12:30 - 14:00 휴게시간",정기휴무 (매주 목요일),"10:00 - 18:30
12:30 - 14:00 휴게시간",10:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 18:30

10:00 - 18:30
정기휴무 (매주 목요일)
10:00 - 18:30
10:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 목요일
치과,킴스치과의원,051-757-5773,부산 수영구 과정로 73 하영메디칼빌딩,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감",,"09:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","09:30 - 18:00
12:30 - 14:00 휴게시간
17:30 접수마감","09:30 - 12:00
11:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 12:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,11:30,매주 일요일
외과,유대우외과의원,0507-1381-8080,부산 수영구 수영로 577,08:00 - 17:00,,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),"08:00 - 17:00

08:00 - 17:00
08:00 - 17:00
08:00 - 17:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",,,매주 토요일
한의원,대남한의원,051-625-1075,부산 수영구 수영로 398,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간","09:00 - 18:00
13:00 - 14:00 휴게시간
접기","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,수영한의원,051-752-1511,부산 수영구 연수로 350,"10:00 - 18:00
13:00 - 14:00 휴게시간",,"10:00 - 18:00
13:00 - 14:00 휴게시간","10:00 - 18:00
13:00 - 14:00 휴게시간","10:00 - 18:00
13:00 - 14:00 휴게시간",10:00 - 13:00,정기휴무 (매주 일요일),"10:00 - 18:00

10:00 - 18:00
10:00 - 18:00
10:00 - 18:00
10:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,마음청한의원,0507-1319-5580,부산 수영구 수영로 695 1층,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:20 접수마감",,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:20 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:20 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:20 접수마감","09:00 - 14:00
13:20 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,13:20,매주 일요일
한의원,예가한의원,051-751-2828,부산 수영구 연수로 374-1,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,박우경 치과교정과 치과의원,0507-1366-2636,부산 수영구 수영로 667 광안빌딩 5층,10:00 - 18:30,10:00 - 18:30,10:00 - 19:30,"정기휴무 (매주 목요일)
접기",10:00 - 18:30,10:00 - 15:00,정기휴무 (매주 일요일),"10:00 - 18:30
10:00 - 18:30
10:00 - 19:30
정기휴무 (매주 목요일)
10:00 - 18:30
10:00 - 15:00
정기휴무 (매주 일요일)",,,매주 목요일
한의원,최경규한의원,0507-1466-5457,부산 수영구 황령대로473번길 16,,,,,,,,"





",,,
내과,고요의원,051-753-2477,부산 수영구 호암로 6,"09:00 - 19:00
13:00 - 15:00 휴게시간",,"09:00 - 19:00
13:00 - 15:00 휴게시간","09:00 - 19:00
13:00 - 15:00 휴게시간","09:00 - 19:00
13:00 - 15:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 15:00 ,,매주 일요일
치과,손희익치과의원,051-754-9261,부산 수영구 수영로705번길 1,"09:30 - 18:00
13:00 - 14:30 휴게시간",,"09:30 - 18:00
13:00 - 14:30 휴게시간","09:30 - 18:00
13:00 - 14:30 휴게시간","09:30 - 18:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
한의원,심해한의원,0507-1487-1013,부산 수영구 광남로 194,09:30 - 19:00,,09:30 - 19:00,09:30 - 19:00,09:30 - 19:00,09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
한의원,갑산한의원,051-701-1123,부산 수영구 수영로 570 휴먼빌딩,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:30,"09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 13:30
09:30 - 18:00
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,여사랑한의원부산본점,051-637-1600,부산 수영구 수영로 393 예진메디칼빌딩 2층,,,"10:30 - 18:30
13:00 - 14:30 휴게시간",14:30 - 18:30,"10:30 - 18:30
13:00 - 14:30 휴게시간",10:30 - 14:30,정기휴무 (매주 일요일),"

10:30 - 18:30
14:30 - 18:30
10:30 - 18:30
10:30 - 14:30
정기휴무 (매주 일요일)",,,매주 일요일
내과,박노춘내과의원,051-755-4312,부산 수영구 연수로 376,09:00 - 18:30,,09:00 - 18:30,"09:00 - 18:30
접기",09:00 - 18:30,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
마취통증의학과,유재민통증의학과,No phone number available,부산 수영구 수영로 382,,,,,,,,"





",,,
한의원,한겨레한의원,051-751-8878,부산 수영구 연수로 274 새마을금고,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,동의보원한의원,051-758-2331,부산 수영구 수영로 526-1 해금빌딩,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,남천맥한의원,051-714-6675,부산 수영구 수영로388번길 6 2층,"08:30 - 18:30
13:00 - 14:00 휴게시간",,"08:30 - 18:30
13:00 - 14:00 휴게시간","08:30 - 18:30
13:00 - 14:00 휴게시간","08:30 - 18:30
13:00 - 14:00 휴게시간",08:30 - 13:00,정기휴무 (매주 일요일),"08:30 - 18:30

08:30 - 18:30
08:30 - 18:30
08:30 - 18:30
08:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
병원부속시설,흰돌실버타운102동,No phone number available,부산 수영구 연수로260번길 53,,,,,,,,"





",,,
한의원,정관한의원,051-757-6585,부산 수영구 광남로 217,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간",14:00 - 18:00,"09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
14:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,C&K연합치과의원,051-752-7528,부산 수영구 수영로 710-1 프라임메디컬 빌딩,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
외과,최원만의원,051-627-0291,부산 수영구 수영로384번길 39 청운빌딩,"09:30 - 17:00
13:00 - 14:30 휴게시간",,"09:30 - 17:00
13:00 - 14:30 휴게시간","09:30 - 17:00
13:00 - 14:30 휴게시간","09:30 - 17:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 17:00

09:30 - 17:00
09:30 - 17:00
09:30 - 17:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
건강검진,좋은강안병원 신관 건강증진센터,051-933-8800,부산 수영구 수영로 480,,,,,,,,"





",,,
치과,정윤식치과의원,051-755-5050,부산 수영구 수영로 579,"09:30 - 18:30
13:00 - 14:30 휴게시간",,"09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
치과,리조이스치과의원,0507-1440-2080,부산 수영구 수영로 630 5층,"09:30 - 18:30
13:00 - 14:00 휴게시간",,09:30 - 13:00,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 13:00
09:30 - 18:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
비뇨의학과,이현태비뇨기과의원,051-753-8008,부산 수영구 수영로 687,"10:00 - 17:00
13:00 - 14:00 휴게시간",,10:00 - 12:30,"10:00 - 17:00
13:00 - 14:00 휴게시간","10:00 - 17:00
13:00 - 14:00 휴게시간",10:00 - 11:30,정기휴무 (매주 일요일),"10:00 - 17:00

10:00 - 12:30
10:00 - 17:00
10:00 - 17:00
10:00 - 11:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,행복한치과의원,051-758-2008,부산 수영구 수영로741번길 5 대풍빌딩,"10:00 - 19:00
13:00 - 14:30 휴게시간",,"10:00 - 19:00
13:00 - 14:30 휴게시간","10:00 - 19:00
13:00 - 14:30 휴게시간","10:00 - 19:00
13:00 - 14:30 휴게시간",10:00 - 16:00,정기휴무 (매주 일요일),"10:00 - 19:00

10:00 - 19:00
10:00 - 19:00
10:00 - 19:00
10:00 - 16:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
한의원,늘미소한의원,0507-1363-6119,부산 수영구 수영로 606 2층 늘미소한의원,"09:30 - 18:30
12:50 - 14:00 휴게시간
18:00 접수마감",,정기휴무 (매주 수요일),"09:30 - 20:30
12:50 - 14:00 휴게시간
20:00 접수마감","09:30 - 18:30
12:50 - 14:00 휴게시간
18:00 접수마감","09:30 - 14:00
13:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

정기휴무 (매주 수요일)
09:30 - 20:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",12:50 - 14:00 ,13:30,매주 수요일
치과,프랜드치과의원,051-756-2804,부산 수영구 수영로 632 혜원빌딩,"09:30 - 18:00
13:00 - 14:30 휴게시간",,"09:30 - 18:00
13:00 - 14:30 휴게시간",14:30 - 18:00,"09:30 - 18:00
13:00 - 14:30 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
14:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
한의원,고현한의원,051-751-7975,부산 수영구 광남로 214 민락동 클리닉 센타,"09:00 - 18:30
13:00 - 14:30 휴게시간",,"09:00 - 18:30
13:00 - 14:30 휴게시간","09:00 - 18:30
13:00 - 14:30 휴게시간","09:00 - 18:30
13:00 - 14:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
한의원,다솜가정한의원,051-363-9300,부산 수영구 광남로 49,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,감철우한의원,051-622-6222,부산 수영구 수영로 699 디온 플레이스 5층,"09:00 - 18:00
13:00 - 14:00 휴게시간",,정기휴무 (매주 수요일),"정기휴무 (매주 목요일)
접기","09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:00

정기휴무 (매주 수요일)
정기휴무 (매주 목요일)
09:00 - 18:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 수요일
한의원,다온명인한의원,051-757-1071,부산 수영구 연수로 412 2층,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감",,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","09:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:30,매주 일요일
