병원종류,병원이름,전화번호,병원주소,월,화,수,목,금,토,일,영업시간,쉬는시간,접수마감,정기휴무
한의원,정상한의원,051-553-3116,부산 동래구 금강공원로 24 1층 정상한의원,"09:00 - 20:00
13:00 - 14:00 휴게시간",,"09:00 - 20:00
13:00 - 14:00 휴게시간","09:00 - 20:00
13:00 - 14:00 휴게시간
접기","09:00 - 20:00
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 20:00

09:00 - 20:00
09:00 - 20:00
09:00 - 20:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,사람인치과의원,051-503-5335,부산 동래구 아시아드대로 186,"10:00 - 18:00
13:00 - 14:00 휴게시간",,정기휴무 (매주 수요일),"10:00 - 18:00
13:00 - 14:00 휴게시간","10:00 - 18:00
13:00 - 14:00 휴게시간",10:00 - 17:00,정기휴무 (매주 일요일),"10:00 - 18:00

정기휴무 (매주 수요일)
10:00 - 18:00
10:00 - 18:00
10:00 - 17:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 수요일
"병원,의원",더사랑의원,051-507-8575,부산 동래구 아시아드대로 239,,,,,,,,"





",,,
치과,미주치과병원,0507-1373-5124,부산 동래구 충렬대로 114 듀오빌,"09:00 - 19:00
13:00 - 14:00 휴게시간",,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간
접기","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 13:00,09:00 - 13:00,"09:00 - 19:00

09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 13:00
09:00 - 13:00",13:00 - 14:00 ,,
치과,화이트치과의원,051-531-2202,부산 동래구 충렬대로 467,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:00,"09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 13:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
피부과,미라인여성의원,051-817-7755,부산 동래구 충렬대로 194 동림빌딩,10:00 - 21:00,,10:00 - 19:00,10:00 - 21:00,10:00 - 19:00,10:00 - 14:00,정기휴무 (매주 일요일),"10:00 - 21:00

10:00 - 19:00
10:00 - 21:00
10:00 - 19:00
10:00 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
마취통증의학과,온누리마취통증의학과의원,051-714-1831,부산 동래구 동래로 25 이즈메디컬빌딩 7층,"09:30 - 19:00
13:00 - 14:30 휴게시간",,14:30 - 19:00,"09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00

14:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
비뇨의학과,강남비뇨기과의원,051-556-0386,부산 동래구 금강공원로 20,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정신건강의학과,김민철정신건강의학과의원,0507-1337-3977,부산 동래구 명륜로 106 혜준빌딩 5층,"09:00 - 18:30
12:30 - 14:00 휴게시간",,09:00 - 14:00,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 14:00
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
내과,훈내과의원,051-527-3700,부산 동래구 충렬대로 467,"09:00 - 18:00
13:00 - 14:00 휴게시간
17:50 접수마감",,"09:00 - 13:00
12:50 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:50 접수마감","09:00 - 18:00
13:00 - 14:00 휴게시간
17:50 접수마감","09:00 - 14:00
13:50 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 13:00
09:00 - 18:00
09:00 - 18:00
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,12:50,매주 일요일
한의원,더아름다운한의원,0507-1311-5836,부산 동래구 충렬대로 256 2층,09:30 - 19:00,,09:30 - 14:00,09:30 - 19:00,09:30 - 19:00,09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 14:00
09:30 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
요양병원,미남동의요양병원,051-507-7714,부산 동래구 아시아드대로 239-1 혜림빌딩,09:00 - 17:30,,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
한의원,지성한의원,051-503-9947,부산 동래구 미남로132번길 17 희산빌딩,"09:00 - 17:00
12:00 - 13:30 휴게시간","09:00 - 17:00
12:00 - 13:30 휴게시간","09:00 - 17:00
12:00 - 13:30 휴게시간","정기휴무 (매주 목요일)
접기","09:00 - 17:00
12:00 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
정기휴무 (매주 목요일)
09:00 - 17:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:00 - 13:30 ,,매주 목요일
산부인과,동래미래로여성의원,051-556-1331,부산 동래구 충렬대로155번길 19 3층 301호 (속편한내과 건물 3층),"09:00 - 17:30
13:00 - 14:00 휴게시간",,"09:00 - 17:30
13:00 - 14:00 휴게시간","09:00 - 17:30
13:00 - 14:00 휴게시간","09:00 - 17:30
13:00 - 14:00 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
09:00 - 12:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
요양병원,의료법인윤재의료재단금강요양병원,051-555-5850,부산 동래구 금강공원로 32 금강요양병원,"09:00 - 18:00
12:00 - 13:00 휴게시간",,"09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간","09:00 - 18:00
12:00 - 13:00 휴게시간",09:00 - 12:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 12:00
정기휴무 (매주 일요일)",12:00 - 13:00 ,,매주 일요일
신경과,배지호신경과의원,0507-1445-3114,부산 동래구 중앙대로 1325,"09:00 - 18:00
12:30 - 14:00 휴게시간",,09:00 - 12:30,"09:00 - 18:00
12:30 - 14:00 휴게시간","09:00 - 18:00
12:30 - 14:00 휴게시간",09:30 - 12:30,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 12:30
09:00 - 18:00
09:00 - 18:00
09:30 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
정형외과,보람신경외과의원,0507-1349-8277,부산 동래구 충렬대로459번길 1 보람신경외과의원,"09:00 - 18:00
12:30 - 13:30 휴게시간",,"09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 일요일
재활의학과,건강한재활의학과의원,051-554-0075,부산 동래구 온천장로 123-1,"09:00 - 18:30
12:30 - 14:00 휴게시간",,14:00 - 19:30,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:00 - 18:30

14:00 - 19:30
09:00 - 18:30
09:00 - 18:30
09:00 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,동래 보스톤치과의원,0507-1423-2881,부산 동래구 충렬대로 251 3층 부산동래보스톤치과,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 21:00
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 21:00
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,명제한의원,051-503-7272,부산 동래구 충렬대로108번길 16 명제한의원,"09:10 - 18:30
13:00 - 14:30 휴게시간",,"09:10 - 18:30
13:00 - 14:30 휴게시간","정기휴무 (매주 목요일)
접기","09:10 - 18:30
13:00 - 14:30 휴게시간",09:10 - 15:30,정기휴무 (매주 일요일),"09:10 - 18:30

09:10 - 18:30
정기휴무 (매주 목요일)
09:10 - 18:30
09:10 - 15:30
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 목요일
마취통증의학과,조석태마취통증의학과의원,051-553-9777,부산 동래구 충렬대로107번길 106,"08:40 - 18:00
12:30 - 13:30 휴게시간
17:45 접수마감",,정기휴무 (매주 수요일),"08:40 - 18:00
12:30 - 13:30 휴게시간
17:45 접수마감","08:40 - 18:00
12:30 - 13:30 휴게시간
17:45 접수마감","08:40 - 15:00
14:45 접수마감","08:40 - 13:00
12:45 접수마감","08:40 - 18:00

정기휴무 (매주 수요일)
08:40 - 18:00
08:40 - 18:00
08:40 - 15:00
08:40 - 13:00",12:30 - 13:30 ,14:45,매주 수요일
요양병원,성산현대요양병원,051-555-6533,부산 동래구 시실로 12,"09:00 - 17:30
12:10 - 13:10 휴게시간","09:00 - 17:30
12:10 - 13:10 휴게시간","09:00 - 17:30
12:10 - 13:10 휴게시간","09:00 - 17:30
12:10 - 13:10 휴게시간","09:00 - 17:30
12:10 - 13:10 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:10 - 13:10 ,,매주 일요일
이비인후과,설대식이비인후과,No phone number available,부산 동래구 온천장로 5,,,,,,,,"





",,,
내과,성내과의원,051-529-7585,부산 동래구 명장로 142,09:00 - 18:30,,09:00 - 18:30,09:00 - 13:00,09:00 - 18:30,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 13:00
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
내과,최환준내과의원,051-504-1380,부산 동래구 아시아드대로 225 미남메디칼센터,"09:00 - 18:30
12:30 - 14:00 휴게시간",,"09:00 - 18:30
12:30 - 14:00 휴게시간",14:00 - 18:30,"09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 12:30,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
14:00 - 18:30
09:00 - 18:30
09:00 - 12:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,동래장천한의원,051-552-2501,부산 동래구 온천천로 77 1층,"09:30 - 18:30
12:30 - 13:30 휴게시간
18:00 접수마감",,"09:30 - 18:30
12:30 - 13:30 휴게시간
18:00 접수마감","09:30 - 13:30
13:00 접수마감","09:30 - 18:30
12:30 - 13:30 휴게시간
18:00 접수마감","09:30 - 13:30
13:00 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 13:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",12:30 - 13:30 ,13:00,매주 일요일
정신건강의학과,황을지정신건강의학과의원,051-557-8575,부산 동래구 충렬대로 157,"09:00 - 17:00
13:00 - 14:00 휴게시간",,09:00 - 13:00,"09:00 - 17:00
13:00 - 14:00 휴게시간","09:00 - 17:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 17:00

09:00 - 13:00
09:00 - 17:00
09:00 - 17:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한방병원,기운찬한방병원,051-501-5551,"부산 동래구 충렬대로 152 5층, 6층","09:00 - 21:00
13:00 - 14:00 휴게시간",,"09:00 - 21:00
13:00 - 14:00 휴게시간","09:00 - 21:00
13:00 - 14:00 휴게시간","09:00 - 21:00
13:00 - 14:00 휴게시간",09:00 - 17:00,09:00 - 17:00,"09:00 - 21:00

09:00 - 21:00
09:00 - 21:00
09:00 - 21:00
09:00 - 17:00
09:00 - 17:00",13:00 - 14:00 ,,
치과,이센스치과의원,0507-1428-2832,부산 동래구 충렬대로 252 동래e메디컬센터 4층,"09:30 - 18:30
13:00 - 14:00 휴게시간
17:30 접수마감",,"14:00 - 21:00
20:00 접수마감","09:30 - 18:30
13:00 - 14:00 휴게시간
17:30 접수마감","09:30 - 18:30
13:00 - 14:00 휴게시간
17:30 접수마감","09:30 - 15:00
14:00 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

14:00 - 21:00
09:30 - 18:30
09:30 - 18:30
09:30 - 15:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,20:00,매주 일요일
요양병원,동래요양병원,051-557-7011,부산 동래구 명륜로 147 동래타워,,,,,,,,"





",,,
치과,박이훈치과의원,051-503-2875,부산 동래구 사직북로 4 사직동 자이언츠 파크,"09:30 - 18:30
13:00 - 14:30 휴게시간",,"09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간","09:30 - 18:30
13:00 - 14:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
치과,이플러스치과의원,0507-1313-7528,부산 동래구 차밭골로 13 4층,"09:30 - 19:00
12:30 - 14:00 휴게시간",,"09:30 - 21:00
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 21:00
09:30 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
한의원,동래한의원,051-927-1275,부산 동래구 충렬대로 157-1 2층,"09:30 - 19:30
13:00 - 14:00 휴게시간",,"09:30 - 19:30
13:00 - 14:00 휴게시간","09:30 - 19:30
13:00 - 14:00 휴게시간","09:30 - 19:30
13:00 - 14:00 휴게시간",09:00 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:30

09:30 - 19:30
09:30 - 19:30
09:30 - 19:30
09:00 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,예미안치과의원,0507-1480-2278,부산 동래구 명륜로 188 파리바게트 2층,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감",,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","14:00 - 20:30
20:00 접수마감","09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","09:30 - 13:30
13:00 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
14:00 - 20:30
09:30 - 18:30
09:30 - 13:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,20:00,매주 일요일
치과,우리미치과의원,051-558-2875,부산 동래구 충렬대로 248 인촌빌딩 3층,"09:30 - 18:00
12:30 - 13:30 휴게시간","09:30 - 19:30
12:30 - 13:30 휴게시간","09:30 - 18:00
12:30 - 13:30 휴게시간","정기휴무 (매주 목요일)
접기","09:30 - 19:00
12:30 - 13:30 휴게시간",09:30 - 13:00,정보없음,"09:30 - 18:00
09:30 - 19:30
09:30 - 18:00
정기휴무 (매주 목요일)
09:30 - 19:00
09:30 - 13:00
정보없음",12:30 - 13:30 ,,매주 목요일
한의원,한나라한의원,051-515-7070,부산 동래구 아시아드대로 183,"09:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","09:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","09:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감",정기휴무 (매주 목요일),"09:30 - 18:00
13:00 - 14:00 휴게시간
17:00 접수마감","09:30 - 16:00
13:00 - 14:00 휴게시간
15:00 접수마감","09:30 - 12:00
11:00 접수마감","09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
정기휴무 (매주 목요일)
09:30 - 18:00
09:30 - 16:00
09:30 - 12:00",13:00 - 14:00 ,11:00,매주 목요일
한의원,운곡한의원,051-555-3723,부산 동래구 동래로 17,정기휴무 (매주 월요일),,"09:30 - 16:00
12:30 - 14:00 휴게시간",14:00 - 18:00,"09:30 - 16:00
12:30 - 14:00 휴게시간",08:30 - 13:00,정기휴무 (매주 일요일),"정기휴무 (매주 월요일)

09:30 - 16:00
14:00 - 18:00
09:30 - 16:00
08:30 - 13:00
정기휴무 (매주 일요일)",,,매주 월요일
가정의학과,굿모닝가정의학과의원,051-526-7555,부산 동래구 명장로 50 2층,"09:00 - 18:30
12:30 - 14:00 휴게시간
18:15 접수마감",,"09:00 - 18:30
12:30 - 14:00 휴게시간
18:15 접수마감","09:00 - 18:30
12:30 - 14:00 휴게시간
18:15 접수마감","09:00 - 18:30
12:30 - 14:00 휴게시간
18:15 접수마감","09:00 - 13:00
12:45 접수마감",정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:45,매주 일요일
요양병원,참사랑요양병원,No phone number available,부산 동래구 충렬대로 258 이도빌딩,,,,,,,,"





",,,
치과,미소를만드는치과 교정과 치과의원,051-552-7528,부산 동래구 충렬대로 194 동림빌딩 5층,"10:30 - 19:00
13:00 - 14:30 휴게시간",,"10:30 - 19:00
13:00 - 14:30 휴게시간",정기휴무 (매주 목요일),"10:30 - 19:00
13:00 - 14:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"10:30 - 19:00

10:30 - 19:00
정기휴무 (매주 목요일)
10:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 목요일
치과,진심을 담은 치과교정과 치과의원,0507-1438-8575,부산 동래구 우장춘로 7 601호,"10:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감",,"10:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","14:00 - 20:00
17:30 - 18:00 휴게시간
19:30 접수마감
접기","10:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","09:00 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"10:00 - 18:30

10:00 - 18:30
14:00 - 20:00
10:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:30,매주 일요일
장례식장,동래봉생병원장례식장,051-531-7100,부산 동래구 안연로109번길 26,,,,,,,,"





",,,
외과,손명집창문외과의원,051-558-8880,부산 동래구 중앙대로 1325,"09:00 - 18:00
13:00 - 14:00 휴게시간",,"09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,"09:00 - 18:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 13:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,한마음연합의원,051-527-2017,부산 동래구 안락로 12 LG 25,09:00 - 18:00,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
요양병원,의료법인 강혜의료재단 온천사랑의요양병원,051-500-9000,부산 동래구 금강공원로 40,"09:00 - 17:00
12:00 - 13:00 휴게시간","09:00 - 17:00
12:00 - 13:00 휴게시간","09:00 - 17:00
12:00 - 13:00 휴게시간","09:00 - 17:00
12:00 - 13:00 휴게시간
접기","09:00 - 17:00
12:00 - 13:00 휴게시간",09:00 - 12:00,정보없음,"09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
09:00 - 12:00
정보없음",12:00 - 13:00 ,,
치과,e플랜트치과의원 부산점,051-559-5882,부산 동래구 중앙대로 1523 SK HUB SKY,"10:00 - 18:30
13:00 - 14:30 휴게시간",,"10:00 - 18:30
13:00 - 14:30 휴게시간",14:30 - 20:00,"10:00 - 18:30
13:00 - 14:30 휴게시간",09:15 - 13:00,정기휴무 (매주 일요일),"10:00 - 18:30

10:00 - 18:30
14:30 - 20:00
10:00 - 18:30
09:15 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
치과,플란트치과의원,051-503-2000,부산 동래구 동래로 25 이즈메디컬 5F,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간",정기휴무 (매주 목요일),"09:30 - 20:00
13:00 - 14:00 휴게시간",09:30 - 13:30,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
정기휴무 (매주 목요일)
09:30 - 20:00
09:30 - 13:30
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 목요일
치과,금정치과의원,051-532-2800,부산 동래구 여고북로 167,"09:30 - 19:00
13:00 - 14:30 휴게시간",,"09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간","09:30 - 19:00
13:00 - 14:30 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 19:00

09:30 - 19:00
09:30 - 19:00
09:30 - 19:00
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:30 ,,매주 일요일
한의원,영천배골한의원,051-553-1075,부산 동래구 중앙대로1367번길 56-23,"09:30 - 18:30
18:00 접수마감",,"09:30 - 18:30
18:00 접수마감","09:30 - 18:30
18:00 접수마감","09:30 - 18:30
18:00 접수마감","09:30 - 13:00
12:30 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",18:00 접수마감,18:00,매주 일요일
한의원,대통한의원,051-525-1075,부산 동래구 안남로 23 보림프라자 306호,,,,,,,,"





",,,
한의원,수려한의원,051-507-1236,부산 동래구 사직북로 18 대성빌딩 2층,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:15 접수마감",,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:15 접수마감","09:30 - 17:00
12:30 - 14:00 휴게시간
16:45 접수마감","09:30 - 18:30
12:30 - 14:00 휴게시간
18:15 접수마감","09:30 - 15:00
14:45 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 17:00
09:30 - 18:30
09:30 - 15:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,14:45,매주 일요일
한의원,시선한의원,1800-6736,부산 동래구 충렬대로238번길 7 성완세띠앙Bldg 7층,"10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감",,"14:00 - 19:00
18:30 접수마감","10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감","10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"10:00 - 19:00

14:00 - 19:00
10:00 - 19:00
10:00 - 19:00
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",13:00 - 14:00 ,18:30,매주 토요일
치과,동래주니어치과의원,051-714-2878,부산 동래구 충렬대로 384,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,위튼한의원 동래점,051-531-3320,부산 동래구 중앙대로 1319 3층,"09:30 - 19:00
12:30 - 14:00 휴게시간",,정기휴무 (매주 수요일),"09:30 - 21:00
12:30 - 14:00 휴게시간","09:30 - 19:00
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 19:00

정기휴무 (매주 수요일)
09:30 - 21:00
09:30 - 19:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 수요일
한의원,청림한의원,051-507-0075,부산 동래구 아시아드대로 223 B동 2층 청림한의원,"09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간","09:00 - 18:30
12:30 - 14:00 휴게시간
접기","09:00 - 18:30
12:30 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,동래아트치과의원,051-710-2879,부산 동래구 충렬대로 160 5층,09:30 - 20:30,,09:30 - 20:30,09:30 - 18:30,09:30 - 18:30,09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 20:30

09:30 - 20:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",,,매주 일요일
외과,성심의원,051-505-2117,부산 동래구 여고로113번길 35,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","14:00 - 18:30
접기","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 16:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
14:00 - 18:30
09:00 - 18:30
09:00 - 16:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
정신건강의학과,의료법인동영의료재단상록병원,051-555-8009,부산 동래구 충렬대로 426,"09:00 - 17:30
12:30 - 13:30 휴게시간
17:00 접수마감",,"09:00 - 17:30
12:30 - 13:30 휴게시간
17:00 접수마감","09:00 - 17:30
12:30 - 13:30 휴게시간
17:00 접수마감","09:00 - 17:30
12:30 - 13:30 휴게시간
17:00 접수마감",정기휴무 (매주 토요일),정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
정기휴무 (매주 토요일)
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 토요일
한의원,365늘봄한의원,0507-1398-9003,부산 동래구 석사로 5 3층 365늘봄한의원,"09:30 - 20:30
13:00 - 14:00 휴게시간",,"09:30 - 20:30
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간","09:30 - 19:00
13:00 - 14:00 휴게시간",09:30 - 15:00,10:00 - 14:00,"09:30 - 20:30

09:30 - 20:30
09:30 - 19:00
09:30 - 19:00
09:30 - 15:00
10:00 - 14:00",13:00 - 14:00 ,,
